"","DRUG_NAME","DRUG_ID","DRUG_TARGET","TARGET_PATHWAY","FEATURE_NAME","N_FEATURE_POS","N_FEATURE_NEG","IC50_EFFECT_SIZE","LOG_IC50_MEAN_POS","LOG_IC50_MEAN_NEG","LOG_MAX_CONC_TESTED","LOG_MAX_CONC_TESTED_2","FEATURE_IC50_T_PVAL","FEATURE_DELTA_MEAN_IC50","FEATURE_POS_IC50_VAR","FEATURE_NEG_IC50_VAR","FEATURE_PVAL","TISSUE_PVAL","MSI_PVAL","FDR","TISSUE_TYPE","SCREENING_SET","SIGNED_EFFECT_SIZE"
"11","Cisplatin",1005,"DNA crosslinker","DNA replication","ABCB1_mut",12,746,0.32147432738209,3.8057927495573,3.21335472878906,NA,NA,0.217427475947495,0.592438020768232,1.55520931359284,1.84678997075143,0.3953106010859,0,0.129750653404961,67.4694732826635,"PANCANCER","GDSC2",0.32147432738209
"12","Cisplatin",1005,"DNA crosslinker","DNA replication","ACACA_mut",10,748,0.19897888335367,3.58478832232423,3.21789339231028,NA,NA,0.541210642656723,0.366894930013957,1.81647095716254,1.84421662776492,0.728875585284915,0,0.129908843794249,77.398567327864,"PANCANCER","GDSC2",0.19897888335367
"13","Cisplatin",1005,"DNA crosslinker","DNA replication","AFF4_mut",9,749,0.221252471965527,3.62584283885825,3.21788992673111,NA,NA,0.47080828513348,0.407952912127134,1.6066936885799,1.84620601011858,0.525753285093731,0,0.129834662538979,72.9410634701727,"PANCANCER","GDSC2",0.221252471965527
"14","Cisplatin",1005,"DNA crosslinker","DNA replication","AHNAK_mut",12,746,0.0496978655161305,3.13252552026841,3.22418476464894,NA,NA,0.822574297639943,-0.0916592443805295,1.36441383074252,1.85048340730329,0.746334413569669,0,0.129912917732448,77.8180625727359,"PANCANCER","GDSC2",-0.0496978655161305
"15","Cisplatin",1005,"DNA crosslinker","DNA replication","ALK_mut",10,748,0.391841427450809,2.51028286724299,3.2322584385012,NA,NA,0.15572434877581,-0.721975571258211,1.46369004688122,1.84661021816747,0.8790296850353,0,0.129934319272685,80.2247806695419,"PANCANCER","GDSC2",-0.391841427450809
"16","Cytarabine",1006,"Antimetabolite","Other","ABCB1_mut",12,729,0.114300074631857,1.80854580234893,1.54821954636312,NA,NA,0.720951256752775,0.26032625598581,2.44504090509387,2.27494352000925,0.942773109105268,0,0.00119563221815704,85.9627941489181,"PANCANCER","GDSC2",0.114300074631857
"17","Cytarabine",1006,"Antimetabolite","Other","ACACA_mut",10,731,0.150054349336753,1.88956680889626,1.54782343479883,NA,NA,0.59687838219002,0.341743374097429,1.95575391992934,2.28114714461394,0.980908179284159,0,0.00119567556553777,86.3749307769012,"PANCANCER","GDSC2",0.150054349336753
"18","Cytarabine",1006,"Antimetabolite","Other","AFF4_mut",9,732,0.27472008802893,0.934556988889747,1.56003222134822,NA,NA,0.491621460910379,-0.625475232458473,2.59374938673026,2.27305936080166,0.594732476035673,0,0.00119300509819471,81.6809807758706,"PANCANCER","GDSC2",-0.27472008802893
"19","Cytarabine",1006,"Antimetabolite","Other","AHNAK_mut",12,729,0.380477098748295,0.700801304843513,1.56645402368832,NA,NA,0.183466664264151,-0.865652718844803,2.09760149565914,2.27775391107705,0.263245192290012,0,0.00118388497226283,75.714288709405,"PANCANCER","GDSC2",-0.380477098748295
"20","Cytarabine",1006,"Antimetabolite","Other","ALK_mut",10,731,0.612935874540124,0.178568402027552,1.57122970575462,NA,NA,0.109384499148466,-1.39266130372707,2.47098660293454,2.26955525605974,0.307329348347589,0,0.00118585254551128,75.714288709405,"PANCANCER","GDSC2",-0.612935874540124
"21","Docetaxel",1007,"Microtubule stabiliser","Mitosis","ABCB1_mut",16,948,0.197685244882566,-4.05033919165176,-4.36024480296696,NA,NA,0.487307715196967,0.309905611315202,1.72997994327404,1.56496564022566,0.619908423505908,0,0.14306108923891,79.3103899666186,"PANCANCER","GDSC2",0.197685244882566
"22","Docetaxel",1007,"Microtubule stabiliser","Mitosis","ACACA_mut",11,953,0.122131055390734,-4.54442236539222,-4.35291590163671,NA,NA,0.755014240236915,-0.191506463755506,1.97396793598385,1.56321741019409,0.632159187602086,0,0.143064690514055,79.3103899666186,"PANCANCER","GDSC2",-0.122131055390734
"23","Docetaxel",1007,"Microtubule stabiliser","Mitosis","AFF4_mut",10,954,0.0910266094600534,-4.49635981891759,-4.35362044244227,NA,NA,0.759291912314669,-0.142739376475322,1.42097650549465,1.5694297720063,0.782527377783577,0,0.143097377975969,83.9540273221628,"PANCANCER","GDSC2",-0.0910266094600534
"24","Docetaxel",1007,"Microtubule stabiliser","Mitosis","AHNAK_mut",15,949,0.107976211948403,-4.52177686348875,-4.35246664628743,NA,NA,0.587575666691183,-0.169310217201318,1.16612820093615,1.57319871537804,0.976020713611315,0,0.143113468681419,87.0650851262394,"PANCANCER","GDSC2",-0.107976211948403
"25","Docetaxel",1007,"Microtubule stabiliser","Mitosis","ALK_mut",13,951,0.156832657532482,-4.59768546393732,-4.35178505704303,NA,NA,0.548173908643954,-0.245900406894297,1.42438266562688,1.56964494333082,0.961775700990079,0,0.143113170881812,86.8985702272813,"PANCANCER","GDSC2",-0.156832657532482
"26","Methotrexate",1008,"Antimetabolite","DNA replication","ABCB1_mut",13,865,0.0405499262474182,0.253256033826038,0.354101066869629,NA,NA,0.89954441909172,-0.100845033043591,2.8049465311441,2.48223138425275,0.610339663777881,0,0.00767258417438233,97.723386609646,"PANCANCER","GDSC2",-0.0405499262474182
"27","Methotrexate",1008,"Antimetabolite","DNA replication","ACACA_mut",10,868,0.406895756659082,-0.646868792787315,0.364122625817788,NA,NA,0.0798813341305867,-1.0109914186051,1.60867219224198,2.49212375323998,0.141277541128482,0,0.00760481700958123,77.6522855398344,"PANCANCER","GDSC2",-0.406895756659082
"28","Methotrexate",1008,"Antimetabolite","DNA replication","AFF4_mut",9,869,0.538312421313636,-0.970485181148829,0.366310837643621,NA,NA,0.200352669481353,-1.33679601879245,2.8664551500929,2.47950224568061,0.553032191016116,0,0.00766929127355405,95.2170006171653,"PANCANCER","GDSC2",-0.538312421313636
"29","Methotrexate",1008,"Antimetabolite","DNA replication","AHNAK_mut",14,864,0.304924089959424,-0.393090689877603,0.364690996458627,NA,NA,0.227590957346645,-0.757781686336229,2.22080387304123,2.48891601589866,0.524437873914494,0,0.00766739084111218,94.6263255745085,"PANCANCER","GDSC2",-0.304924089959424
"30","Methotrexate",1008,"Antimetabolite","DNA replication","ALK_mut",10,868,0.179280356154935,-0.0880979452322493,0.357685173657016,NA,NA,0.594854951085643,-0.445783118889265,2.54513444596325,2.48589825309844,0.289992330013074,0,0.00764192341102157,85.8767708908028,"PANCANCER","GDSC2",-0.179280356154935
"31","Tretinoin",1009,"Retinoic acid","Other","ABCB1_mut",4,220,1.05777521333178,5.83542042701149,4.76208671537238,NA,NA,0.173634108439744,1.0733337116391,1.20927991962674,1.01178358231406,0.166053311513233,2.518331088e-08,0.277574348882481,62.5794351925433,"PANCANCER","GDSC2",1.05777521333178
"32","Tretinoin",1009,"Retinoic acid","Other","AHNAK_mut",3,221,0.222047378268592,5.00566541522243,4.77820707169368,NA,NA,0.42920492292856,0.227458343528749,0.397952624301714,1.02831441496388,0.812562928478739,3.182602837e-08,0.279833528843864,78.7227305163469,"PANCANCER","GDSC2",0.222047378268592
"33","Tretinoin",1009,"Retinoic acid","Other","ALK_mut",3,221,0.945482484615904,5.73147281976048,4.76835448249181,NA,NA,0.155735794530069,0.963118337268671,0.758195280169011,1.0207157520579,0.0808718945083627,2.182829622e-08,0.27620537958225,62.5794351925433,"PANCANCER","GDSC2",0.945482484615904
"34","Gefitinib",1010,"EGFR","EGFR signaling","ABCB1_mut",16,939,0.365951837295411,3.5761317271376,3.13390588842272,NA,NA,0.00775931201444905,0.442225838714884,0.566368038752032,1.2159427780828,0.2565324836185,0,0.305109222414875,92.375159191218,"PANCANCER","GDSC2",0.365951837295411
"35","Gefitinib",1010,"EGFR","EGFR signaling","ACACA_mut",11,944,0.122085967195108,3.28729618328486,3.1396138547108,NA,NA,0.683712245796596,0.147682328574058,1.161092134765,1.21016308100367,0.246001272168495,0,0.305093947024467,92.375159191218,"PANCANCER","GDSC2",0.122085967195108
"36","Gefitinib",1010,"EGFR","EGFR signaling","AFF4_mut",10,945,0.377343469639444,2.68993296928773,3.146091436159,NA,NA,0.347778323845353,-0.456158466871266,1.45209328545821,1.20631319165888,0.30509019579958,0,0.305170735223509,92.375159191218,"PANCANCER","GDSC2",-0.377343469639444
"37","Gefitinib",1010,"EGFR","EGFR signaling","AHNAK_mut",15,940,0.146735491633036,2.96661730766682,3.14410263537035,NA,NA,0.614500425375922,-0.177485327703529,1.32645920680923,1.20773111824121,0.971020655192825,0,0.305445057328368,99.2707993335947,"PANCANCER","GDSC2",-0.146735491633036
"38","Gefitinib",1010,"EGFR","EGFR signaling","ALK_mut",13,942,0.238909181106867,2.85633556993748,3.14524774358168,NA,NA,0.464160592882919,-0.288912173644202,1.37130731647435,1.20709065025591,0.683006197640557,0,0.305401853875053,96.9886039942562,"PANCANCER","GDSC2",-0.238909181106867
"39","Navitoclax",1011,"BCL2, BCL-XL, BCL-W","Apoptosis regulation","ABCB1_mut",16,948,0.10558706187875,1.52508031199857,1.73643152099545,NA,NA,0.680805092935931,-0.211351208996878,1.99978854075782,2.00170704930135,0.766242557732835,0,0.00567007974053523,83.0573726807134,"PANCANCER","GDSC2",-0.10558706187875
"40","Navitoclax",1011,"BCL2, BCL-XL, BCL-W","Apoptosis regulation","ACACA_mut",11,953,0.0174678875073688,1.76749280109153,1.73252460239628,NA,NA,0.957232895517684,0.0349681986952417,2.09931969800856,2.00080721456904,0.917775148988319,0,0.00567207225990984,83.6713232871242,"PANCANCER","GDSC2",0.0174678875073688
"41","Navitoclax",1011,"BCL2, BCL-XL, BCL-W","Apoptosis regulation","AFF4_mut",10,954,0.0617097581943338,1.85517402104482,1.73164216633671,NA,NA,0.867757509614449,0.123531854708117,2.27194839406075,1.99909540367568,0.654937448216822,0,0.00566722624484561,81.6128355005789,"PANCANCER","GDSC2",0.0617097581943338
"42","Navitoclax",1011,"BCL2, BCL-XL, BCL-W","Apoptosis regulation","AHNAK_mut",15,949,0.0861683761939487,1.56312038061071,1.73560754603425,NA,NA,0.751725499467581,-0.172487165423539,2.05631744887336,2.00092850516929,0.486233003640248,0,0.00565992470099396,76.0148631027882,"PANCANCER","GDSC2",-0.0861683761939487
"43","Navitoclax",1011,"BCL2, BCL-XL, BCL-W","Apoptosis regulation","ALK_mut",13,951,0.749377667728799,0.258513656038075,1.75307853771522,NA,NA,0.0666881487832728,-1.49456488167714,2.66614474832843,1.98446929695243,0.163565709898572,0,0.00562275108955562,57.5959594697778,"PANCANCER","GDSC2",-0.749377667728799
"44","Vorinostat",1012,"HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","ABCB1_mut",16,940,0.305540839392346,1.81661232431831,1.4832314457262,NA,NA,0.253476885663135,0.333380878592112,1.11530387907276,1.09072652373952,0.100523541148719,0,0.987392147177778,27.6439738158977,"PANCANCER","GDSC2",0.305540839392346
"45","Vorinostat",1012,"HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","ACACA_mut",11,945,0.0515995168314255,1.43311575806628,1.48945934691322,NA,NA,0.812921562763004,-0.0563435888469417,0.760862166430233,1.09491168918666,0.406615371697364,0,0.987405804801114,45.4088232352387,"PANCANCER","GDSC2",-0.0515995168314255
"46","Vorinostat",1012,"HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","AFF4_mut",10,946,0.266116173855204,1.20136884317519,1.49184954306551,NA,NA,0.455929814219157,-0.290480699890315,1.17466810401823,1.09073398799374,0.792390321663167,0,0.987410013568716,58.9346043117389,"PANCANCER","GDSC2",-0.266116173855204
"47","Vorinostat",1012,"HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","AHNAK_mut",15,941,0.164563521376941,1.66565074285563,1.48599213074271,NA,NA,0.469779401906941,0.179658612112921,0.927408042914842,1.09398884974037,0.441094634401784,0,0.98740645205907,46.9468430642788,"PANCANCER","GDSC2",0.164563521376941
"48","Vorinostat",1012,"HDAC inhibitor Class I, IIa, IIb, IV","Chromatin histone acetylation","ALK_mut",13,943,0.567929968783227,0.878410876801159,1.49722589053373,NA,NA,0.00906694964453359,-0.618815013732568,0.714869669553501,1.0935429973075,0.322544646636576,0,0.987403834290292,41.017238300605,"PANCANCER","GDSC2",-0.567929968783227
"49","Nilotinib",1013,"ABL","ABL signaling","ABCB1_mut",16,936,0.32779762323806,3.60757593018774,3.09845329063744,NA,NA,0.0605554268254294,0.5091226395503,0.989202014224504,1.56054879471474,0.203046276244157,0,0.770319298513754,73.4648193814548,"PANCANCER","GDSC2",0.32779762323806
"50","Nilotinib",1013,"ABL","ABL signaling","ACACA_mut",11,941,0.038982686356848,3.04711046002828,3.10771018050939,NA,NA,0.889140249658834,-0.0605997204811097,1.39654084069073,1.55612360522816,0.267507050749224,0,0.770366579981777,73.4648193814548,"PANCANCER","GDSC2",-0.038982686356848
"51","Nilotinib",1013,"ABL","ABL signaling","AFF4_mut",10,942,0.501950167010669,2.33591462944244,3.11519569917752,NA,NA,0.327023009655976,-0.779281069735085,2.37346723322735,1.54254695944182,0.0635130660286104,0,0.770098659145185,72.4513103982212,"PANCANCER","GDSC2",-0.501950167010669
"52","Nilotinib",1013,"ABL","ABL signaling","AHNAK_mut",15,937,0.165168355435447,2.85434788670508,3.11105472424661,NA,NA,0.380017005203352,-0.256706837541527,1.0811794912982,1.56020025209034,0.226655838617871,0,0.770338486223437,73.4648193814548,"PANCANCER","GDSC2",-0.165168355435447
"53","Nilotinib",1013,"ABL","ABL signaling","ALK_mut",13,939,0.503947378688066,2.3356210505113,3.11768947951331,NA,NA,0.285642141490798,-0.782068429002019,2.51795641410317,1.53559359984698,0.061169708981851,0,0.77009112744614,72.4513103982212,"PANCANCER","GDSC2",-0.503947378688066
"54","Refametinib",1014,"MEK1, MEK2","ERK MAPK signaling","ABCB1_mut",14,930,0.352513096362088,2.93880373126869,2.26340266646099,NA,NA,0.215833662006527,0.675401064807707,1.93101415124014,1.91574870897858,0.862421013979941,0,0.0406701960624912,95.2992547260967,"PANCANCER","GDSC2",0.352513096362088
"55","Refametinib",1014,"MEK1, MEK2","ERK MAPK signaling","ACACA_mut",10,934,0.0608586487923888,2.15794899829099,2.27465550542138,NA,NA,0.670672608639421,-0.116706507130387,0.818892855480467,1.92521283944491,0.748034352049715,0,0.040662174018599,95.2992547260967,"PANCANCER","GDSC2",-0.0608586487923888
"56","Refametinib",1014,"MEK1, MEK2","ERK MAPK signaling","AFF4_mut",10,934,0.464586959459756,1.39291509827172,2.28284644653508,NA,NA,0.12941612584522,-0.889931348263358,1.67889299537247,1.91767284574861,0.576154031269745,0,0.0406392293061932,95.2992547260967,"PANCANCER","GDSC2",-0.464586959459756
"57","Refametinib",1014,"MEK1, MEK2","ERK MAPK signaling","AHNAK_mut",15,929,0.0978623549403532,2.45809416547407,2.27043737305099,NA,NA,0.686767912731465,0.187656792423088,1.7496586533734,1.91997907106294,0.985927536006161,0,0.0406734551223256,95.8083655793712,"PANCANCER","GDSC2",0.0978623549403532
"58","Refametinib",1014,"MEK1, MEK2","ERK MAPK signaling","ALK_mut",13,931,0.255133092352771,2.7557371283082,2.2666843709758,NA,NA,0.345511295968522,0.4890527573324,1.78369327530318,1.91851128490864,0.168622730656181,0,0.0404660033312279,81.6799601200482,"PANCANCER","GDSC2",0.255133092352771
"59","Temsirolimus",1016,"MTOR","PI3K/MTOR signaling","ABCB1_mut",15,904,0.293195012124934,1.53539780337612,1.04199120499758,NA,NA,0.221541627144321,0.493406598378536,1.48065188789065,1.68580560915481,0.433614232952276,0,0.0649941107908062,58.374821806286,"PANCANCER","GDSC2",0.293195012124934
"60","Temsirolimus",1016,"MTOR","PI3K/MTOR signaling","ACACA_mut",9,910,0.0616732878631078,1.15288496679032,1.04902752930477,NA,NA,0.820115865857061,0.103857437485545,1.31660191564124,1.68687205533308,0.420815093008253,0,0.0649888556932265,58.374821806286,"PANCANCER","GDSC2",0.0616732878631078
"61","Temsirolimus",1016,"MTOR","PI3K/MTOR signaling","AFF4_mut",10,909,0.0213951152781492,1.08568239641547,1.04965257690242,NA,NA,0.943438392348338,0.0360298195130531,1.5528310826281,1.68527004261402,0.974476442739614,0,0.0650862803659765,67.8324794190345,"PANCANCER","GDSC2",0.0213951152781492
"62","Temsirolimus",1016,"MTOR","PI3K/MTOR signaling","AHNAK_mut",15,904,0.226307880063615,0.675311365339783,1.05626255076146,NA,NA,0.303433024926511,-0.380951185421674,1.36638684588785,1.68777690873302,0.376561160697787,0,0.0649687101539026,57.8400539448652,"PANCANCER","GDSC2",-0.226307880063615
"63","Temsirolimus",1016,"MTOR","PI3K/MTOR signaling","ALK_mut",13,906,0.44939730590151,1.7950846911886,1.03935421123952,NA,NA,0.1033453544147,0.75573047994908,1.53675337803693,1.68349088469851,0.194925992521327,0,0.0648336451542855,52.0874055050378,"PANCANCER","GDSC2",0.44939730590151
"64","Olaparib",1017,"PARP1, PARP2","Genome integrity","ABCB1_mut",16,948,0.00797149394981419,4.23879105133128,4.22845332793715,NA,NA,0.968822742689826,0.0103377233941293,1.02757708488862,1.30065294034137,0.941406350512458,0,0.886571004205767,89.4114747871727,"PANCANCER","GDSC2",0.00797149394981419
"65","Olaparib",1017,"PARP1, PARP2","Genome integrity","ACACA_mut",11,953,0.171049135804848,4.4478803385492,4.22609415318119,NA,NA,0.486145738883155,0.221786185368011,1.00899515235512,1.29930607557721,0.972230382282505,0,0.886571256820063,90.6152244509321,"PANCANCER","GDSC2",0.171049135804848
"66","Olaparib",1017,"PARP1, PARP2","Genome integrity","AFF4_mut",10,954,0.159716225418715,4.43357532963773,4.22647658114187,NA,NA,0.598496728193265,0.207098748495862,1.1936717600996,1.2976006410518,0.832880854626486,0,0.886568645974284,88.6450037913014,"PANCANCER","GDSC2",0.159716225418715
"67","Olaparib",1017,"PARP1, PARP2","Genome integrity","AHNAK_mut",15,949,0.183491360546759,4.46282012236082,4.2249231926979,NA,NA,0.435562447590203,0.237896929662924,1.137526526113,1.29870400660494,0.427577658548545,0,0.886533384787871,77.6136540781022,"PANCANCER","GDSC2",0.183491360546759
"68","Olaparib",1017,"PARP1, PARP2","Genome integrity","ALK_mut",13,951,0.390934359557453,3.72899230637096,4.23545479676435,NA,NA,0.297131548904397,-0.506462490393386,1.66977659448282,1.29009630044494,0.967645253926887,0,0.886571230692337,90.6152244509321,"PANCANCER","GDSC2",-0.390934359557453
"69","Veliparib",1018,"PARP1, PARP2","Genome integrity","ABCB1_mut",15,931,0.153576917382243,5.11900133630934,5.25865787543406,NA,NA,0.673591663239456,-0.139656539124723,1.25246885935798,0.903198533225126,0.506991311913318,0,0.128963177751187,74.6839276423109,"PANCANCER","GDSC2",-0.153576917382243
"70","Veliparib",1018,"PARP1, PARP2","Genome integrity","ACACA_mut",10,936,0.12879258024869,5.14055151373208,5.25768160997482,NA,NA,0.669061668320908,-0.117130096242735,0.833796576874985,0.910145184356731,0.331012975092902,0,0.128857988862011,73.4101356052808,"PANCANCER","GDSC2",-0.12879258024869
"71","Veliparib",1018,"PARP1, PARP2","Genome integrity","AFF4_mut",10,936,0.189386345348481,5.08604440033237,5.25826395092994,NA,NA,0.61592277883624,-0.172219550597572,1.04464170006371,0.907955526625874,0.657482909335962,0,0.129013982067611,74.6839276423109,"PANCANCER","GDSC2",-0.189386345348481
"72","Veliparib",1018,"PARP1, PARP2","Genome integrity","AHNAK_mut",15,931,0.155350574780054,5.39547228162454,5.25420345633661,NA,NA,0.542308518355708,0.141268825287932,0.869143859962797,0.909946774738687,0.301244655508363,0,0.128832201709376,72.7746068388004,"PANCANCER","GDSC2",0.155350574780054
"73","Veliparib",1018,"PARP1, PARP2","Genome integrity","ALK_mut",13,933,0.232638460282334,5.04783693251071,5.25935007711802,NA,NA,0.451186862107552,-0.211513144607307,0.974134154914778,0.908326071703695,0.92868931508101,0,0.129053306721585,79.8204105885841,"PANCANCER","GDSC2",-0.232638460282334
"74","Bosutinib",1019,"SRC, ABL, TEC","Other, kinases","ABCB1_mut",15,931,0.279723291744167,3.03790289682034,2.61020995076789,NA,NA,0.274409527033409,0.427692946052447,1.44526699598746,1.53021110734686,0.67728404231453,0,0.531612473052884,60.1745746479828,"PANCANCER","GDSC2",0.279723291744167
"75","Bosutinib",1019,"SRC, ABL, TEC","Other, kinases","ACACA_mut",10,936,0.053387037845344,2.69780488904684,2.61612816103284,NA,NA,0.789404944092719,0.0816767280140023,0.926759607720958,1.53455225073336,0.787988947809831,0,0.531635055410816,63.9838819192624,"PANCANCER","GDSC2",0.053387037845344
"76","Bosutinib",1019,"SRC, ABL, TEC","Other, kinases","AFF4_mut",10,936,0.472517943910682,1.90255372375903,2.62462443416626,NA,NA,0.283330274714696,-0.722070710407228,1.99662558182832,1.52292425816724,0.118931118360566,0,0.531106780434655,36.2971594996532,"PANCANCER","GDSC2",-0.472517943910682
"77","Bosutinib",1019,"SRC, ABL, TEC","Other, kinases","AHNAK_mut",15,931,0.290862857673,2.17933975806244,2.62404286922263,NA,NA,0.426690884219073,-0.444703111160198,2.09601493819493,1.51875585725954,0.128742928859854,0,0.531134501663705,38.0560858893908,"PANCANCER","GDSC2",-0.290862857673
"78","Bosutinib",1019,"SRC, ABL, TEC","Other, kinases","ALK_mut",13,933,0.177713492079203,2.34889774728259,2.62072704919886,NA,NA,0.676828445164047,-0.271829301916267,2.28814175044886,1.51735552507013,0.618667690359235,0,0.531595785271534,57.6161484863416,"PANCANCER","GDSC2",-0.177713492079203
"79","Lenalidomide",1020,"CRBN","Protein stability and degradation","ABCB1_mut",15,931,0.0839892179563246,5.14001248895883,5.22972069401156,NA,NA,0.775349793710476,-0.0897082050527302,1.18702027917718,1.0662002523603,0.688660380426657,0,0.497125828176389,86.8701993066434,"PANCANCER","GDSC2",-0.0839892179563246
"80","Lenalidomide",1020,"CRBN","Protein stability and degradation","ACACA_mut",10,936,0.0144102854932013,5.21306862755126,5.22846096921328,NA,NA,0.970965908414045,-0.0153923416620243,1.29656533621684,1.06571315270672,0.728824365046626,0,0.497135295435696,88.4530695718887,"PANCANCER","GDSC2",-0.0144102854932013
"81","Lenalidomide",1020,"CRBN","Protein stability and degradation","AFF4_mut",10,936,0.317123805791695,4.89331942191786,5.23187709320509,NA,NA,0.329701419440121,-0.338557671287229,1.03444565084635,1.06790234299139,0.337060235608707,0,0.496947225630016,81.0370393615085,"PANCANCER","GDSC2",-0.317123805791695
"82","Lenalidomide",1020,"CRBN","Protein stability and degradation","AHNAK_mut",15,931,0.125661119213387,5.36037867792022,5.22617021835697,NA,NA,0.61240468345419,0.13420845956325,0.994655171982365,1.06908491150133,0.435507502447366,0,0.49702080081968,84.7450979601956,"PANCANCER","GDSC2",0.125661119213387
"83","Lenalidomide",1020,"CRBN","Protein stability and degradation","ALK_mut",13,933,0.364491352860084,4.84466270588816,5.23364366375412,NA,NA,0.233825921988834,-0.388980957865966,1.11307161316523,1.06658479781139,0.498951609711425,0,0.497056220156963,84.7450979601956,"PANCANCER","GDSC2",-0.364491352860084
"84","Axitinib",1021,"PDGFR, KIT, VEGFR","RTK signaling","ABCB1_mut",16,942,0.274384671797189,3.35713663704704,2.89788199389839,NA,NA,0.334421521862766,0.459254643148655,1.83071953835626,1.67114067812101,0.0751601041827704,0,0.676377118296997,49.0688419988675,"PANCANCER","GDSC2",0.274384671797189
"85","Axitinib",1021,"PDGFR, KIT, VEGFR","RTK signaling","ACACA_mut",11,947,0.0460093637887522,2.98172293663963,2.90466744682365,NA,NA,0.819304369828477,0.0770554898159754,1.07610887683259,1.67996772951623,0.67964959217008,0,0.676869246030484,90.0593530036021,"PANCANCER","GDSC2",0.0460093637887522
